A1,A2,A3,BV,DT,G,GM,H,H_sigma,IR,K1,K2,M1,M2,PC,UB,a,ad,albedo,class,closeness,condition_code,data_arc,diameter,diameter_sigma,dv,e,epoch,epoch_cal,epoch_mjd,equinox,est_diameter,extent,first_obs,full_name,i,id,last_obs,ma,moid,moid_ld,n,n_del_obs_used,n_dop_obs_used,n_obs_used,name,neo,om,orbit_id,pdes,per,per_y,pha,prefix,price,producer,profit,prov_des,q,rms,rot_per,saved,score,sigma_a,sigma_ad,sigma_e,sigma_i,sigma_ma,sigma_n,sigma_om,sigma_per,sigma_q,sigma_tp,sigma_w,spec,spec_B,spec_T,spkid,t_jup,tp,tp_cal,two_body,w
,,,0.843,,0.24,,7.29,,,,,,,,0.414,2.642693232,3.101278369,0.1826,MBA,2643.753359,0,58091,108.35,1.9,,0.173529463,2457000.5,20141209,57000,J2000,,,1855-10-07,37 Fides,3.072750211,a0000037,10/24/14,334.3711777,1.2001,467.042917,0.22942141,,,1785,Fides,N,7.297859009,JPL 96,37,1569.164793,4.296139065,N,,2.26E-37,Otto Matic,1.45E-38,,2.184108094,0.58637,7.3335,-1.65E+18,4.51E-49,4.65E-09,5.46E-09,2.89E-08,3.63E-06,9.49E-06,6.06E-10,6.82E-05,4.14E-06,7.66E-08,4.14E-05,6.90E-05,S,S,S,2000037,3.371,2457112.211,20150330.71,,62.94262788
,,,0.726,,,0.3810283,8.32,,,,,,,,0.419,2.740241993,3.166583863,0.0618,MBA,2641.396433,0,57983,115.93,2.1,,0.155585481,2457000.5,20141209,57000,J2000,,,1856-01-29,38 Leda,6.97402164,a0000038,10/30/14,16.59890416,1.33098,517.9774866,0.217280473,,,1464,Leda,N,295.7627433,JPL 83,38,1656.844701,4.536193567,N,,49227824514,Otto Matic,3170649426,,2.313900123,0.57778,12.838,-41076712200,132.0898217,7.81E-09,9.02E-09,3.44E-08,4.12E-06,1.34E-05,9.28E-10,3.58E-05,7.08E-06,9.44E-08,6.16E-05,3.81E-05,Cgh,Cgh,C,2000038,3.322,2456924.106,20140923.61,,169.7627343
,,,0.898,,,0.29321162,6,,,,,,,,0.494,2.768949928,3.084385854,0.2869,MBA,2640.359904,0,57919,149.52,8.6,,0.113918971,2457000.5,20141209,57000,J2000,,,1856-02-28,39 Laetitia,10.38053114,a0000039,9/26/14,320.1521021,1.45568,566.5069856,0.213910164,,,5199,Laetitia,N,157.1146539,JPL 83,39,1682.949484,4.60766457,N,,4.39E-45,Otto Matic,2.83E-46,,2.453514001,0.41873,5.138,-32208020000,8.79E-57,4.01E-09,4.47E-09,3.03E-08,3.54E-06,1.38E-05,4.65E-10,1.92E-05,3.66E-06,8.37E-08,6.45E-05,2.31E-05,S,S,S,2000039,3.305,2457186.783,20150613.28,,208.3000821
,,,0.854,,,,7,,,,,,,,0.432,2.267159529,2.373130254,0.2418,MBA,2652.160014,0,54819,107.62,6.2,,0.046741627,2457000.5,20141209,57000,J2000,,,1864-09-27,40 Harmonia,4.257585229,a0000040,10/30/14,6.66010116,1.16292,452.5735764,0.288722715,,,4566,Harmonia,N,94.23864392,JPL 96,40,1246.871067,3.413746932,N,,2.21E-37,Otto Matic,1.43E-38,,2.161188804,0.44608,8.91,-1.62E+18,4.42E-49,2.33E-09,2.44E-09,2.69E-08,2.82E-06,2.97E-05,4.45E-10,4.30E-05,1.92E-06,6.10E-08,0.00010285,5.19E-05,S,S,S,2000040,3.61,2456977.433,20141115.93,,268.6705071
,,,0.726,,0.1,0.4210663,7.12,,,,,,,,0.363,2.760265228,3.520123308,0.0828,MBA,2642.951447,0,54167,174,11.7,,0.275284444,2457000.5,20141209,57000,J2000,,,1866-07-13,41 Daphne,15.79528721,a0000041,11/1/14,150.3141647,1.02789,400.0239513,0.214920505,,,1691,Daphne,N,178.0878513,JPL 105,41,1675.037941,4.586003947,N,,54400625689,Otto Matic,3505880221,,2.000407149,0.50485,5.988,-45393004200,132.1675724,5.36E-09,6.83E-09,1.80E-08,1.99E-06,5.39E-06,6.26E-10,8.86E-06,4.88E-06,5.02E-08,2.35E-05,9.89E-06,Ch,Ch,C,2000041,3.233,2456301.106,20130108.61,,45.9866596
,,,0.874,,,0.153923867,7.53,,,,,,,,0.462,2.443975247,2.986350723,0.1712,MBA,2649.14493,0,57834,100.2,3.4,,0.221923474,2457000.5,20141209,57000,J2000,,,1856-06-20,42 Isis,8.520528579,a0000042,10/24/14,150.8403463,0.904889,352.1556521,0.257963862,,,1932,Isis,N,84.34229464,JPL 79,42,1395.544313,3.820792097,N,,8073333333,Otto Matic,521509947.7,,1.901599771,0.58064,13.597,-13355600000,132.4733931,3.50E-09,4.28E-09,2.71E-08,3.24E-06,6.78E-06,5.54E-10,2.10E-05,3.00E-06,6.58E-08,2.58E-05,2.19E-05,L,L,S,2000042,3.451,2456415.766,20130503.27,,236.7953385
,,,0.863,,0.11,0.0847471,7.93,,,,,,,,0.49,2.203261747,2.575038224,0.274,MBA,2654.828045,0,54796,65.88,2.5,,0.168739133,2457000.5,20141209,57000,J2000,,,1864-08-03,43 Ariadne,3.470380962,a0000043,8/13/14,15.6049979,0.816714,317.8405874,0.30137341,,,1599,Ariadne,N,264.871212,JPL 92,43,1194.531394,3.270448718,N,,1.27E-45,Otto Matic,8.22E-47,,1.83148527,0.60853,5.762,-9309100000,2.54E-57,3.61E-09,4.22E-09,3.07E-08,4.06E-06,1.02E-05,7.40E-10,6.08E-05,2.93E-06,6.76E-08,3.37E-05,6.16E-05,Sk,Sk,S,2000043,3.642,2456948.72,20141018.22,,16.34250546
,,,0.703,,0.46,,7.03,,,,,,,,0.245,2.423694989,2.784286579,0.5458,MBA,2648.687966,0,55028,70.64,4,,0.148777627,2457000.5,20141209,57000,J2000,,,1864-03-02,44 Nysa,3.706792694,a0000044,10/30/14,24.59181544,1.0798,420.225766,0.261208392,,,2125,Nysa,N,131.5585092,JPL 99,44,1378.209929,3.773333138,N,,5.09E+16,Otto Matic,3.28455E+15,,2.063103399,0.60105,6.422,6.62E+17,132.4543983,3.52E-09,4.05E-09,2.95E-08,3.53E-06,9.86E-06,5.70E-10,5.08E-05,3.01E-06,7.11E-08,3.77E-05,5.16E-05,Xc,Xc,E,2000044,3.494,2456906.354,20140905.85,,343.391004
,,,0.676,,0.07,0.3890359,7.46,,,,,,,,0.274,2.720721892,2.947422879,0.0398,MBA,2641.158333,0,54148,214.63,4.2,,0.083323837,2457000.5,20141209,57000,J2000,,,1866-05-19,45 Eugenia,6.603549903,a0000045,8/19/14,46.3780154,1.495,581.80915,0.219623014,,,2335,Eugenia,N,147.678333,JPL 80,45,1639.172478,4.48780966,N,,50262384749,Otto Matic,3236991224,,2.494020906,0.5382,5.699,-41939970600,132.0779167,5.54E-09,6.00E-09,2.71E-08,3.07E-06,1.71E-05,6.71E-10,2.91E-05,5.01E-06,7.46E-08,7.77E-05,3.35E-05,C,C,FC,2000045,3.344,2456789.329,20140511.83,,88.69782749
,,,0.692,,0.06,0.4257374,8.36,,,,,,,,0.226,2.52514318,2.958832396,0.0519,MBA,2646.454597,0,54993,124.14,3.6,,0.171748367,2457000.5,20141209,57000,J2000,,,1864-04-05,46 Hestia,2.344621729,a0000046,10/29/14,38.07317525,1.08766,423.2846422,0.24562641,,,2226,Hestia,N,181.1286693,JPL 133,46,1465.640439,4.012704831,N,,7031882880,Otto Matic,453774483.2,,2.091453963,0.61415,21.04,91496218000,132.3367936,4.19E-09,4.91E-09,2.67E-08,3.09E-06,1.08E-05,6.12E-10,8.45E-05,3.65E-06,6.71E-08,4.40E-05,8.46E-05,Xc,Xc,P,2000046,3.432,2456845.496,20140707,,176.5452476
,,,0.665,,0.16,0.26858825,7.84,,,,,,,,0.3,2.879112237,3.261680478,0.0801,MBA,2638.295054,0,56495,126.96,7.7,,0.132877155,2457000.5,20141209,57000,J2000,,,1860-02-24,47 Aglaja,4.983127984,a0000047,10/29/14,90.78401011,1.48744,578.8670248,0.201751225,,,1406,Aglaja,N,3.127617375,JPL 86,47,1784.37578,4.885354635,N,,34604342442,Otto Matic,2226168119,,2.496543995,0.62589,13.178,-20438386500,131.9347527,9.16E-09,1.04E-08,3.19E-08,4.62E-06,1.72E-05,9.63E-10,4.31E-05,8.52E-06,9.28E-08,8.44E-05,4.64E-05,B,B,C,2000047,3.276,2456550.52,20130915.02,,313.8835025
,,,0.716,,,0.4477583,6.9,,,,,,,,0.442,3.109449044,3.338118599,0.0624,MBA,2633.553785,0,56388,221.8,7.5,,0.073540216,2457000.5,20141209,57000,J2000,,,1860-02-27,48 Doris,6.547471224,a0000048,7/17/14,141.4663128,1.90435,741.1158895,0.179754143,,,1859,Doris,N,183.5798784,JPL 145,48,2002.735486,5.483190927,N,,57849159806,Otto Matic,3714866768,,2.880779488,0.60309,11.89,-48270532200,131.6976893,7.98E-09,8.57E-09,2.59E-08,3.05E-06,2.05E-05,6.92E-10,2.77E-05,7.71E-06,8.10E-08,0.00011375,3.44E-05,Ch,Ch,CG,2000048,3.205,2456213.501,20121013,,253.5676787
,,,0.749,,,0.37915986,7.8,,,,,,,,0.411,3.09378951,3.79758479,0.0597,MBA,2635.633718,0,55116,149.8,3.8,,0.227486478,2457000.5,20141209,57000,J2000,,,1863-11-20,49 Pales,3.17377747,a0000049,10/15/14,312.9026625,1.39914,544.5033138,0.181120634,,,1503,Pales,N,285.9962259,JPL 57,49,1987.62555,5.441822177,N,,48986427126,Otto Matic,3148218120,,2.38999423,0.6498,10.42,-40875285240,131.8016859,7.51E-09,9.22E-09,3.83E-08,3.91E-06,8.42E-06,6.60E-10,8.08E-05,7.24E-06,1.18E-07,4.70E-05,8.12E-05,Ch,Ch,CG,2000049,3.181,2457260.533,20150826.03,,110.1984249
,,,0.703,,,0.186844,9.24,,,,,,,,0.347,2.649919087,3.406161098,0.0357,MBA,2645.524164,0,57208,99.82,5.2,,0.285383057,2457000.5,20141209,57000,J2000,,,1857-10-19,50 Virginia,2.837155562,a0000050,6/6/14,152.5453928,0.894627,348.1619896,0.228483664,,,1924,Virginia,N,173.5289938,JPL 84,50,1575.604988,4.313771356,N,,24139738816,Otto Matic,1557213980,,1.893677076,0.5652,14.315,-20142696000,132.2962082,4.75E-09,6.11E-09,3.30E-08,4.22E-06,7.08E-06,6.15E-10,7.42E-05,4.24E-06,8.77E-08,3.00E-05,7.43E-05,Ch,Ch,X,2000050,3.33,2456332.858,20130209.36,,200.2593671
,,,0.789,,0.08,,7.35,,,,,,,,0.482,2.365163324,2.523436558,0.0928,MBA,2649.580413,0,55004,147.86,2.4,,0.066918522,2457000.5,20141209,57000,J2000,,,1863-09-12,51 Nemausa,9.980030924,a0000051,4/17/14,23.10062102,1.21175,471.5767475,0.270964484,,,4580,Nemausa,N,176.0244514,JPL 94,51,1328.587404,3.63747407,N,,2.52E+18,Otto Matic,1.63E+17,,2.20689009,0.50303,7.783,-2.10E+18,132.4990206,2.32E-09,2.47E-09,1.75E-08,2.03E-06,2.05E-05,3.98E-10,1.57E-05,1.95E-06,4.17E-08,7.57E-05,2.58E-05,Ch,Ch,CU,2000051,3.525,2456915.247,20140914.75,,2.097717996
,,,0.679,,0.18,1.710067467,6.31,,,,,,,,0.338,3.094438872,3.427611878,0.0578,MBA,2634.054292,0,55793,302.5,5.4,,0.107668311,2457000.5,20141209,57000,J2000,,,1860-07-09,52 Europa,7.483113879,a0000052,4/11/13,306.778695,1.77857,692.1660869,0.181063625,,,2209,Europa,N,128.7282489,JPL 89,52,1988.251363,5.443535558,N,,2.20936E+11,Davide Farnocchia,14190424002,,2.761265866,0.59821,5.6304,-1.84354E+11,131.7227146,6.93E-09,7.68E-09,2.88E-08,3.00E-06,1.35E-05,6.09E-10,2.42E-05,6.68E-06,8.94E-08,7.47E-05,2.81E-05,C,C,CF,2000052,3.202,2457294.437,20150928.94,,344.3178722
,,,0.705,,,0.3756899,8.81,,,,,,,,0.318,2.616996842,3.157181744,0.0397,MBA,2644.800927,0,54139,115.38,2.4,,0.206414044,2457000.5,20141209,57000,J2000,,,1866-01-01,53 Kalypso,5.171525703,a0000053,3/25/14,51.64019479,1.09738,427.0673746,0.232808738,1,0,1581,Kalypso,N,143.5611437,JPL 135,53,1546.333714,4.233630976,N,,0,Otto Matic,0,,2.07681194,0.55916,9.036,-41267900000,0,5.66E-09,6.83E-09,4.01E-08,4.80E-06,8.17E-06,7.55E-10,4.82E-05,5.02E-06,1.06E-07,3.48E-05,4.89E-05,?,,XC,2000053,3.37,2456778.686,20140501.19,,313.4403386
,,,0.727,,,0.407831517,7.66,,,,,,,,0.357,2.710595437,3.248069599,0.0555,MBA,2642.607713,0,55139,165.75,3.4,,0.198286382,2457000.5,20141209,57000,J2000,,,1863-10-24,54 Alexandra,11.80173878,a0000054,10/11/14,24.54669555,1.16088,451.7796696,0.22085489,,,1366,Alexandra,N,313.3365633,JPL 147,54,1630.029564,4.462777725,N,,52690727523,Otto Matic,3395243198,,2.173121276,0.56318,7.024,-43966229900,132.1503856,7.71E-09,9.24E-09,3.26E-08,4.08E-06,9.21E-06,9.43E-10,1.71E-05,6.96E-06,8.96E-08,4.15E-05,1.90E-05,C,C,C,2000054,3.305,2456889.356,20140819.86,,345.2759342
,,,0.704,,,,7.7,,,,,,,,0.242,2.759719117,3.152488189,0.3013,MBA,2640.83258,0,55132,66.7,2.9,,0.142322119,2457000.5,20141209,57000,J2000,,,1863-11-20,55 Pandora,7.185788065,a0000055,10/31/14,18.8526096,1.36767,532.2561339,0.214984303,,,1676,Pandora,N,10.43280107,JPL 46,55,1674.540863,4.584643019,N,,3.89E+16,Otto Matic,2.50672E+15,,2.366950044,0.56287,4.804,5.57E+17,132.061629,8.27E-09,9.45E-09,3.40E-08,4.02E-06,1.59E-05,9.67E-10,3.30E-05,7.53E-06,9.27E-08,7.36E-05,3.63E-05,X,X,M,2000055,3.316,2456912.807,20140912.31,,3.916473592
,,,0.697,,,0.30795895,8.31,,,,,,,,0.312,2.59855205,3.214307464,0.0653,MBA,2645.725062,0,54339,113.24,1.7,,0.23696097,2457000.5,20141209,57000,J2000,,,1865-06-13,56 Melete,8.073639238,a0000056,3/23/14,229.857461,0.987179,384.1804514,0.235291882,,,1578,Melete,N,193.020919,JPL 84,56,1530.014537,4.188951506,N,,4625042240,Otto Matic,298376358.4,,1.982796635,0.58048,18.147,66179100000,132.2955032,6.07E-09,7.51E-09,2.98E-08,4.76E-06,1.16E-05,8.25E-10,2.81E-05,5.37E-06,7.69E-08,4.99E-05,2.99E-05,Xk,Xk,P,2000056,3.362,2457553.611,20160614.11,,104.811028
,,,0.817,,,0.88250425,7.03,,,,,,,,0.41,3.152023211,3.512913645,0.2149,MBA,2633.121744,0,56496,112.59,2.8,,0.114494853,2457000.5,20141209,57000,J2000,,,1859-12-22,57 Mnemosyne,15.21424879,a0000057,8/27/14,220.954876,1.81025,704.4949925,0.176124577,,,1639,Mnemosyne,N,199.2192038,JPL 12,57,2044.007746,5.596188216,N,,1.32E-44,Otto Matic,8.49E-46,,2.791132777,0.5246,12.463,-96939250000,2.65E-56,9.22E-09,1.03E-08,5.05E-08,6.11E-06,2.17E-05,7.73E-10,2.02E-05,8.97E-06,1.60E-07,0.00012442,2.80E-05,S,S,S,2000057,3.143,2457789.97,20170205.47,,211.0904632
,,,0.69,,,,8.86,,,,,,,,0.37,2.701656512,2.820978664,0.0578,MBA,2641.38392,0,55050,93.43,3,,0.044166293,2457000.5,20141209,57000,J2000,,,1864-02-09,58 Concordia,5.062997865,a0000058,10/30/14,303.8457748,1.58518,616.9045006,0.221951904,,,1755,Concordia,N,161.1259145,JPL 90,58,1621.973017,4.440720101,N,,6.35E+17,Otto Matic,4.09E+16,,2.58233436,0.56788,9.895,-5.30E+17,132.089196,8.82E-09,9.21E-09,4.28E-08,4.77E-06,4.72E-05,1.09E-09,5.20E-05,7.94E-06,1.16E-07,0.00021316,7.05E-05,Ch,Ch,C,2000058,3.36,2457253.502,20150819,,30.06440693
,,,0.662,,,0.231997967,7.93,,,,,,,,0.285,2.712044332,3.035460973,0.0438,MBA,2641.622636,0,55223,164.8,6,,0.119251974,2457000.5,20141209,57000,J2000,,,1863-04-11,59 Elpis,8.641192379,a0000059,6/21/14,165.6136128,1.39503,542.9038251,0.220677928,,,1455,Elpis,N,170.0383056,JPL 84,59,1631.336688,4.466356436,N,,29890127675,Otto Matic,1925318315,,2.388627691,0.61599,13.69,-17654026600,132.1011318,8.00E-09,8.96E-09,2.59E-08,2.73E-06,1.63E-05,9.77E-10,2.48E-05,7.22E-06,6.89E-08,7.26E-05,2.88E-05,B,B,CP,2000059,3.336,2456250.023,20121118.52,,211.5789417
,,,0.854,,0.27,0.02101995,8.21,,,,,,,,0.452,2.392786535,2.832198597,0.2535,MBA,2649.885491,0,56144,60.2,1.8,,0.18364031,2457000.5,20141209,57000,J2000,,,1861-01-05,60 Echo,3.600965653,a0000060,9/24/14,142.7635692,0.973993,379.0488558,0.266285881,,,1621,Echo,N,191.610304,JPL 95,60,1351.930485,3.701383942,N,,3.15E-40,Otto Matic,2.04E-41,,1.953374474,0.58864,25.208,-2.30895E+15,6.30E-52,4.93E-09,5.84E-09,2.95E-08,3.91E-06,9.54E-06,8.23E-10,5.86E-05,4.18E-06,7.09E-08,3.53E-05,5.91E-05,S,S,S,2000060,3.505,2456464.371,20130620.87,,270.9173265
,,,0.852,,,0.1928497,7.68,,,,,,,,0.402,2.983264501,3.482597234,0.2224,MBA,2636.700042,0,54433,82.04,4.3,,0.167377962,2457000.5,20141209,57000,J2000,,,1865-08-27,61 Danae,18.21181798,a0000061,9/8/14,325.5512285,1.4792,575.660264,0.191278622,,,1087,Danae,N,333.7281517,JPL 15,61,1882.07128,5.152830334,N,,2.89E-45,Otto Matic,1.86E-46,,2.483931768,0.63882,11.45,-21183700000,5.78E-57,1.12E-08,1.31E-08,4.89E-08,6.18E-06,1.95E-05,1.08E-09,1.65E-05,1.06E-05,1.46E-07,0.00010199,2.42E-05,S,S,S,2000061,3.162,2457180.597,20150607.1,,12.87727447
,,,0.708,,,,8.76,,,,,,,,0.378,3.128280958,3.664181865,0.0608,MBA,2634.157307,0,39709,95.39,2,,0.171308432,2457000.5,20141209,57000,J2000,,,2/15/06,62 Erato,2.230007762,a0000062,11/4/14,317.5957877,1.60122,623.1467874,0.178133437,,,1702,Erato,N,125.5690699,JPL 92,62,2020.956909,5.533078464,N,,6.76E+17,Otto Matic,4.34E+16,,2.592380051,0.5773,9.2213,-5.64E+17,131.7278654,1.38E-08,1.62E-08,3.78E-08,4.63E-06,1.51E-05,1.18E-09,0.0001189,1.34E-05,1.17E-07,8.53E-05,0.00011966,Ch,Ch,BU,2000062,3.19,2457238.547,20150804.05,,274.0558057
,,,0.916,,0.25,0.1020969,7.55,,,,,,,,0.5,2.394952311,2.700758602,0.1586,MBA,2649.217241,0,56120,103.14,2.4,,0.127687841,2457000.5,20141209,57000,J2000,,,1861-03-01,63 Ausonia,5.780168173,a0000063,10/25/14,73.94836991,1.0821,421.120857,0.265924756,,,1897,Ausonia,N,337.7677915,JPL 85,63,1353.766404,3.706410414,N,,7.65E-46,Otto Matic,4.94E-47,,2.089146021,0.59488,9.298,-11214900000,1.53E-57,4.08E-09,4.60E-09,2.83E-08,3.36E-06,1.32E-05,6.79E-10,3.37E-05,3.46E-06,6.83E-08,4.97E-05,3.59E-05,Sa,Sa,S,2000063,3.512,2456722.42,20140305.92,,296.0743796
,,,0.734,,0.48,,7.67,,,,,,,,0.254,2.681211272,3.020645775,0.157,MBA,2642.365597,0,55914,,,,0.126597447,2457000.5,20141209,57000,J2000,98.07880252,,1861-03-08,64 Angelina,1.310176938,a0000064,4/9/14,39.59601281,1.35706,528.1270402,0.224495438,,,1688,Angelina,N,309.1531354,JPL 90,64,1603.596064,4.390406746,N,,1.24E+17,Otto Matic,7.97453E+15,,2.341776769,0.58981,8.752,1.77E+18,132.1382798,6.53E-09,7.36E-09,2.60E-08,3.16E-06,1.55E-05,8.20E-10,0.00018526,5.86E-06,7.02E-08,6.88E-05,0.00018604,Xe,Xe,E,2000064,3.364,2456824.122,20140615.62,,178.7425172
,,,0.69,,0.01,0.956058909,6.62,,,,,,,,0.271,3.428310992,3.807703563,0.0706,OMB,2628.757758,0,55632,237.26,4.2,,0.110664573,2457000.5,20141209,57000,J2000,,,1861-03-12,65 Cybele,3.562492816,a0000065,7/5/13,12.88860716,2.0381,793.167377,0.155268643,,,1932,Cybele,N,155.6383446,JPL 68,65,2318.562159,6.347877232,N,,15791176145,Davide Farnocchia,1012206309,,3.048918421,0.6127,6.0814,2.05469E+11,131.4578879,1.01E-08,1.12E-08,4.12E-08,5.54E-06,2.31E-05,6.83E-10,6.72E-05,1.02E-05,1.39E-07,0.00014884,7.09E-05,Xc,Xc,P,2000065,3.128,2456917.492,20140916.99,,102.363513
,,,0.697,,,,9.36,,,,,,,,0.36,2.646386188,3.097739591,0.0618,MBA,2643.632108,0,56090,71.82,5.3,,0.170554625,2457000.5,20141209,57000,J2000,,,1861-04-10,66 Maja,3.04671042,a0000066,11/4/14,12.81129204,1.20656,469.5569552,0.228941351,,,1554,Maja,N,7.537357607,JPL 25,66,1572.455119,4.305147487,N,,2.88E+17,Otto Matic,1.86E+16,,2.195032786,0.57777,9.73509,-2.41E+17,132.2016054,7.77E-09,9.09E-09,3.47E-08,4.41E-06,1.25E-05,1.01E-09,7.22E-05,6.92E-06,9.16E-08,5.45E-05,7.30E-05,Ch,Ch,C,2000066,3.37,2456944.541,20141014.04,,43.98265041
,,,0.861,,,0.0687319,8.28,,,,,,,,0.434,2.422476752,2.869482172,0.2551,MBA,2649.141708,0,55026,58.11,1.4,,0.184524132,2457000.5,20141209,57000,J2000,,,1864-03-02,67 Asia,6.027392792,a0000067,10/28/14,220.0018732,0.972439,378.4440856,0.261405455,,,1659,Asia,N,202.4593104,JPL 99,67,1377.170952,3.770488575,N,,1.03E-45,Otto Matic,6.65E-47,,1.975471333,0.5589,15.853,-7549900000,2.06E-57,5.49E-09,6.50E-09,2.78E-08,3.60E-06,8.50E-06,8.89E-10,3.33E-05,4.68E-06,6.81E-08,3.29E-05,3.43E-05,S,S,S,2000067,3.482,2457536.059,20160527.56,,107.0157011
,,,0.845,,0.05,0.237725625,6.78,,,,,,,,0.488,2.780997719,3.301539192,0.2283,MBA,2640.953498,0,55065,122.57,5.3,,0.187177957,2457000.5,20141209,57000,J2000,,,1863-11-30,68 Leto,7.971901191,a0000068,9/4/14,281.1376148,1.26652,492.8915884,0.212521624,,,1615,Leto,N,44.13690464,JPL 85,68,1693.945275,4.637769405,N,,0,Otto Matic,0,,2.260456246,0.62768,14.848,-26113125000,0,5.45E-09,6.47E-09,3.03E-08,3.65E-06,9.55E-06,6.25E-10,2.78E-05,4.98E-06,8.39E-08,4.53E-05,2.94E-05,?,,S,2000068,3.293,2457371.579,20151215.08,,304.9295182
,,,0.674,,0.19,0.3716861,7.05,,,,,,,,0.23,2.976950823,3.48452399,0.1402,MBA,2636.858906,0,56066,138.13,4.7,,0.170501025,2457000.5,20141209,57000,J2000,,,1861-04-29,69 Hesperia,8.585625724,a0000069,10/30/14,353.3059647,1.50158,584.3698886,0.191887455,,,2148,Hesperia,N,185.0265193,JPL 97,69,1876.099716,5.136481084,N,,5582120320,Otto Matic,358913736.2,,2.469377657,0.51053,5.655,79873800000,131.8541095,7.70E-09,9.01E-09,2.77E-08,3.75E-06,1.16E-05,7.44E-10,2.31E-05,7.28E-06,8.22E-08,6.04E-05,2.55E-05,X,X,M,2000069,3.222,2457035.385,20150112.89,,289.7908532
,,,0.74,,0.14,0.2889409,8.11,,,,,,,,0.39,2.614903056,3.091245701,0.0675,MBA,2644.496377,0,54084,122.17,2.3,,0.182164552,2457000.5,20141209,57000,J2000,,,1866-09-19,70 Panopaea,11.5905208,a0000070,10/17/14,57.56525288,1.15957,451.2698569,0.233088413,,,1255,Panopaea,N,47.73646323,JPL 21,70,1544.478318,4.228551179,N,,37330381812,Otto Matic,2407184635,,2.138560411,0.58116,15.797,-31149240600,132.2448188,8.09E-09,9.57E-09,3.59E-08,3.44E-06,1.16E-05,1.08E-09,2.23E-05,7.17E-06,9.37E-08,4.95E-05,2.40E-05,Ch,Ch,C,2000070,3.356,2456753.533,20140406.03,,255.4498287
,,,0.803,,0.4,,7.3,,,,,,,,0.439,2.757567223,3.237695513,0.3052,MBA,2641.262784,0,55071,83.42,1.7,,0.174112996,2457000.5,20141209,57000,J2000,,,1864-01-14,71 Niobe,23.26801674,a0000071,10/25/14,279.8601167,1.40927,548.4456059,0.215236,,,1509,Niobe,N,316.0391276,JPL 60,71,1672.582657,4.579281744,N,,7.62E+16,Otto Matic,4.90466E+15,,2.277438933,0.53458,35.864,1.09E+18,132.0831392,9.11E-09,1.07E-08,3.49E-08,3.84E-06,1.26E-05,1.07E-09,1.03E-05,8.29E-06,9.66E-08,5.93E-05,1.47E-05,Xe,Xe,S,2000071,3.204,2457372.835,20151216.33,,266.6527757
,,,0.785,,,0.2215436,8.94,,,,,,,,0.375,2.265894854,2.539812982,0.0636,MBA,2652.612243,0,54386,85.9,3.6,,0.120887396,2457000.5,20141209,57000,J2000,,,1865-06-23,72 Feronia,5.416479386,a0000072,5/19/14,264.2610396,0.987357,384.2497237,0.288964468,,,1676,Feronia,N,207.9785174,JPL 91,72,1245.827911,3.410890927,N,,0,Otto Matic,0,,1.991976725,0.58359,8.097,-24335600000,0,4.65E-09,5.21E-09,3.48E-08,4.01E-06,1.65E-05,8.90E-10,4.07E-05,3.84E-06,7.87E-08,5.73E-05,4.34E-05,?,,TDG,2000072,3.601,2457331.817,20151105.32,,103.1408457
,,,,,,,8.9,,,,,,,,,2.663822829,2.781082428,0.2247,MBA,2642.220558,0,54683,44.44,3.4,,0.044019293,2457000.5,20141209,57000,J2000,,,1864-10-02,73 Klytia,2.371079296,a0000073,6/21/14,153.3967244,1.55908,606.7471636,0.226697155,,,1573,Klytia,N,7.038174181,JPL 14,73,1588.021696,4.347766452,N,,0,Otto Matic,0,,2.546563231,0.58319,8.297,-8.42E+16,0,1.02E-08,1.06E-08,4.24E-08,5.11E-06,5.16E-05,1.30E-09,0.0001085,9.10E-06,1.13E-07,0.00022779,0.00011961,?,,S,2000073,3.382,2456323.841,20130131.34,,53.0691443
,,,0.686,,,0.4090549,8.66,,,,,,,,0.32,2.778331282,3.445111946,0.0431,MBA,2641.876674,0,54993,118.71,2.8,,0.239993218,2457000.5,20141209,57000,J2000,,,1864-01-30,74 Galatea,4.077264621,a0000074,8/24/14,294.7706004,1.11169,432.6363973,0.212827641,,,1729,Galatea,N,197.2784488,JPL 72,74,1691.509612,4.631100922,N,,52848785337,Otto Matic,3404485939,,2.111550617,0.57573,17.268,-44098116600,132.1138337,7.41E-09,9.18E-09,3.01E-08,3.50E-06,8.70E-06,8.51E-10,5.77E-05,6.76E-06,8.31E-08,4.15E-05,5.83E-05,C,C,C,2000074,3.288,2457306.989,20151011.49,,174.164977
,,,0.71,,0.23,,8.96,,,,,,,,0.266,2.672247416,3.489066174,0.1473,MBA,2645.490833,0,55001,55.91,1.9,,0.30566734,2457000.5,20141209,57000,J2000,,,1864-02-02,75 Eurydike,5.000985098,a0000075,9/4/14,320.7667647,0.848249,330.1130633,0.225625964,,,1843,Eurydike,N,359.4240785,JPL 50,75,1595.561048,4.368408071,N,,2.29E+16,Otto Matic,1.47898E+15,,1.855428657,0.5764,5.357,3.28E+17,132.2945416,6.58E-09,8.59E-09,3.90E-08,4.88E-06,7.84E-06,8.33E-10,4.30E-05,5.89E-06,1.05E-07,3.52E-05,4.34E-05,Xk,Xk,M,2000075,3.307,2457174.386,20150531.89,,339.4393346
